违规明细,,,,,,,,,,,,,,
代码,名称,公告日期,违规类型,处罚对象,关系,违规行为,处分类型,处分措施,处理人,处罚金额(万元),相关法规,是否发债,证监会行业(2012),东财行业
600083.SH,博信股份,2016-08-10,未及时披露公司重大事件,P振生,公司高管,"经查,我局发现广东博信投资控股股份有限公司(以下简称博信股份)信息披露存在不及时的问题:
2014年5月7日,博信股份召开2013年度股东大会,审议通过了《关于挂牌转让全资子公司贵州博信矿业有限公司100%股权的议案》。2014年5月20日,博信股份与南方产权交易中心签订了转让服务协议,拟将其全资子公司贵州博信矿业有限公司(以下简称贵州博信)的100%股权挂牌转让,对此重大事项公司未及时予以公告。直至2014年6月26日,博信股份才将挂牌转让贵州博信股权的进展情况进行公告。",出具警示函,出具警示函,中国证券监督管理委员会广东监管局,,《上市公司信息披露管理办法》,否,制造业,基础建设
600126.SH,杭钢股份,2016-08-10,未依法履行其他职责,宁波钢铁有限公司,公司控股参股公司,"近期,长兴云峰炉料有限公司在宁波钢铁炼铁厂高炉作业区维修渣沟时发生一起灼烫事故,导致一名长兴公司渣铁沟修补工死亡。宁波钢铁设备未受影响,生产秩序正常。经宁波市北仑区安全生产监督管理局执法人员调查,宁波钢铁未有效落实安全生产统一协调、管理职责,对外包维修作业安全管理不到位,违反了《中华人民共和国安全生产法》第四十六条第二款的规定;宁波钢铁未曾发生过相同违法行为,适用《宁波市行政处罚自由裁量权行使规则》中第十一条关于从轻处罚的规定。",公开处罚,"罚款人民币225,000元",宁波市北仑区安全生产监督管理局,22.5,"《中华人民共和国安全生产法》,《宁波市行政处罚自由裁量权行使规则》",是,制造业,普钢
600083.SH,博信股份,2016-08-10,未及时披露公司重大事件,朱凤廉,公司高管,"经查,我局发现广东博信投资控股股份有限公司(以下简称博信股份)信息披露存在不及时的问题:
2014年5月7日,博信股份召开2013年度股东大会,审议通过了《关于挂牌转让全资子公司贵州博信矿业有限公司100%股权的议案》。2014年5月20日,博信股份与南方产权交易中心签订了转让服务协议,拟将其全资子公司贵州博信矿业有限公司(以下简称贵州博信)的100%股权挂牌转让,对此重大事项公司未及时予以公告。直至2014年6月26日,博信股份才将挂牌转让贵州博信股权的进展情况进行公告。",出具警示函,出具警示函,中国证券监督管理委员会广东监管局,,《上市公司信息披露管理办法》,否,制造业,基础建设
600083.SH,博信股份,2016-08-10,未及时披露公司重大事件,广东博信投资控股股份有限公司,公司本身,"经查,我局发现广东博信投资控股股份有限公司(以下简称博信股份)信息披露存在不及时的问题:
2014年5月7日,博信股份召开2013年度股东大会,审议通过了《关于挂牌转让全资子公司贵州博信矿业有限公司100%股权的议案》。2014年5月20日,博信股份与南方产权交易中心签订了转让服务协议,拟将其全资子公司贵州博信矿业有限公司(以下简称贵州博信)的100%股权挂牌转让,对此重大事项公司未及时予以公告。直至2014年6月26日,博信股份才将挂牌转让贵州博信股权的进展情况进行公告。",出具警示函,出具警示函,中国证券监督管理委员会广东监管局,,《上市公司信息披露管理办法》,否,制造业,基础建设
,,,,,,,,,,,,,,
数据来源:东方财富Choice数据,,,,,,,,,,,,,,
